Timestamp,Host__Network__In__Bytes
2021-04-14T11:58:34.859Z,1485049
2021-04-14T11:58:24.859Z,1070594
2021-04-14T11:58:14.859Z,5432091
2021-04-14T11:58:04.859Z,5647231
2021-04-14T11:57:54.860Z,1879543
2021-04-14T11:57:44.859Z,2715039
2021-04-14T11:57:34.859Z,3874719
2021-04-14T11:57:24.859Z,177808
2021-04-14T11:57:14.859Z,6285894
2021-04-14T11:57:04.860Z,5394592
2021-04-14T11:56:54.859Z,4248407
2021-04-14T11:56:44.859Z,1343700
2021-04-14T11:56:34.859Z,146723
2021-04-14T11:56:24.859Z,140443
2021-04-14T11:56:14.859Z,183509
2021-04-14T11:56:04.859Z,3025485
2021-04-14T11:55:54.859Z,3789531
2021-04-14T11:55:44.859Z,4623603
2021-04-14T11:55:34.859Z,5021879
2021-04-14T11:55:24.859Z,4493924
2021-04-14T11:55:14.859Z,5347165
2021-04-14T11:55:04.859Z,3021147
2021-04-14T11:54:54.859Z,3110727
2021-04-14T11:54:44.859Z,3854842
2021-04-14T11:54:34.859Z,4283718
2021-04-14T11:54:24.859Z,6055177
2021-04-14T11:54:14.860Z,82556
2021-04-14T11:54:04.859Z,104341
2021-04-14T11:53:54.859Z,195141
2021-04-14T11:53:44.859Z,4307318
2021-04-14T11:53:34.859Z,2228502
2021-04-14T11:53:24.859Z,544370
2021-04-14T11:53:14.859Z,8263177
2021-04-14T11:53:04.859Z,840214
2021-04-14T11:52:54.860Z,1664169
2021-04-14T11:52:44.859Z,531034
2021-04-14T11:52:34.861Z,2371435
2021-04-14T11:52:24.859Z,8076156
2021-04-14T11:52:14.859Z,121004
2021-04-14T11:52:04.859Z,7357619
2021-04-14T11:51:54.859Z,135596
2021-04-14T11:51:44.859Z,697105
2021-04-14T11:51:34.859Z,93414
2021-04-14T11:51:24.859Z,128315
2021-04-14T11:51:14.859Z,188567
2021-04-14T11:51:04.859Z,3877817
2021-04-14T11:50:54.860Z,472111
2021-04-14T11:50:44.860Z,86794
2021-04-14T11:50:34.860Z,1550129
2021-04-14T11:50:24.859Z,3232794
2021-04-14T11:50:14.859Z,2606050
2021-04-14T11:50:04.860Z,3298699
2021-04-14T11:49:54.859Z,4745904
2021-04-14T11:49:44.859Z,93377
2021-04-14T11:49:34.859Z,129428
2021-04-14T11:49:24.867Z,3905109
2021-04-14T11:49:14.859Z,1433729
2021-04-14T11:49:04.859Z,162523
2021-04-14T11:48:54.860Z,147998
2021-04-14T11:48:44.860Z,741983
2021-04-14T11:48:34.860Z,1848882
2021-04-14T11:48:24.860Z,173602
2021-04-14T11:48:14.859Z,7824087
2021-04-14T11:48:04.859Z,171132
2021-04-14T11:47:54.859Z,405448
2021-04-14T11:47:44.859Z,641263
2021-04-14T11:47:34.860Z,2696774
2021-04-14T11:47:24.859Z,257799
2021-04-14T11:47:14.859Z,142844
2021-04-14T11:47:04.860Z,4102029
2021-04-14T11:46:54.860Z,1768024
2021-04-14T11:46:44.859Z,3539113
2021-04-14T11:46:34.859Z,4070345
2021-04-14T11:46:24.859Z,1912742
2021-04-14T11:46:14.859Z,163359
2021-04-14T11:46:04.860Z,130274
2021-04-14T11:45:54.859Z,212788
2021-04-14T11:45:44.859Z,113598
2021-04-14T11:45:34.859Z,111280
2021-04-14T11:45:24.859Z,208289
2021-04-14T11:45:14.859Z,135944
2021-04-14T11:45:04.859Z,178301
2021-04-14T11:44:54.859Z,173665
2021-04-14T11:44:44.859Z,2190126
2021-04-14T11:44:34.859Z,87358
2021-04-14T11:44:24.859Z,2256488
2021-04-14T11:44:14.859Z,125571
2021-04-14T11:44:04.859Z,4105320
2021-04-14T11:43:54.859Z,189625
2021-04-14T11:43:44.859Z,207060
2021-04-14T11:43:34.859Z,5529760
2021-04-14T11:43:24.860Z,171594
2021-04-14T11:43:14.860Z,4622611
2021-04-14T11:43:04.859Z,3176881
2021-04-14T11:42:54.859Z,1757820
2021-04-14T11:42:44.860Z,2381305
2021-04-14T11:42:34.859Z,3070018
2021-04-14T11:42:24.859Z,252956
2021-04-14T11:42:14.859Z,4156600
2021-04-14T11:42:04.859Z,5544437
2021-04-14T11:41:54.866Z,3296391
2021-04-14T11:41:44.859Z,295329
2021-04-14T11:41:34.859Z,7408213
2021-04-14T11:41:24.859Z,1487619
2021-04-14T11:41:14.859Z,9558018
2021-04-14T11:41:04.859Z,5951573
2021-04-14T11:40:54.860Z,1738612
2021-04-14T11:40:44.860Z,3821061
2021-04-14T11:40:34.859Z,3423625
2021-04-14T11:40:24.859Z,6169555
2021-04-14T11:40:14.860Z,24456985
2021-04-14T11:40:04.859Z,1562229
2021-04-14T11:39:54.859Z,232749
2021-04-14T11:39:44.865Z,5288937
2021-04-14T11:39:34.860Z,17365686
2021-04-14T11:39:24.859Z,3602303
2021-04-14T11:39:14.859Z,27525542
2021-04-14T11:39:04.859Z,10106661
2021-04-14T11:38:54.860Z,17696396
2021-04-14T11:38:44.859Z,16714544
2021-04-14T11:38:34.860Z,9583982
2021-04-14T11:38:24.859Z,5728822
2021-04-14T11:38:14.859Z,11582902
2021-04-14T11:38:04.859Z,30690978
2021-04-14T11:37:54.859Z,8142592
2021-04-14T11:37:44.859Z,32425984
2021-04-14T11:37:34.859Z,12329593
2021-04-14T11:37:24.865Z,8023763
2021-04-14T11:37:14.859Z,7187135
2021-04-14T11:37:04.859Z,8331611
2021-04-14T11:36:54.859Z,8589887
2021-04-14T11:36:44.859Z,7984985
2021-04-14T11:36:34.859Z,6521323
2021-04-14T11:36:24.862Z,10825292
2021-04-14T11:36:14.859Z,52625453
2021-04-14T11:36:04.859Z,7108668
2021-04-14T11:35:54.859Z,8791452
2021-04-14T11:35:44.860Z,13492380
2021-04-14T11:35:34.860Z,132386
2021-04-14T11:35:24.859Z,5429557
2021-04-14T11:35:14.859Z,3922032
2021-04-14T11:35:04.859Z,214351
2021-04-14T11:34:54.859Z,207256
2021-04-14T11:34:44.859Z,104608
2021-04-14T11:34:34.859Z,121655
2021-04-14T11:34:24.859Z,1076661
2021-04-14T11:34:14.859Z,95350
2021-04-14T11:34:04.859Z,2447886
2021-04-14T11:33:54.859Z,500929
2021-04-14T11:33:44.860Z,149299
2021-04-14T11:33:34.860Z,119977
2021-04-14T11:33:24.859Z,5319793
2021-04-14T11:33:14.860Z,608231
2021-04-14T11:33:04.859Z,224673
2021-04-14T11:32:54.860Z,127459
2021-04-14T11:32:44.859Z,79854
2021-04-14T11:32:34.859Z,118731
2021-04-14T11:32:24.859Z,3680595
2021-04-14T11:32:14.873Z,114123
2021-04-14T11:32:04.859Z,1697050
2021-04-14T11:31:54.859Z,1435762
2021-04-14T11:31:44.859Z,687784
2021-04-14T11:31:34.859Z,85309
2021-04-14T11:31:24.859Z,1425146
2021-04-14T11:31:14.859Z,185617
2021-04-14T11:31:04.859Z,91137
2021-04-14T11:30:54.859Z,177049
2021-04-14T11:30:44.859Z,108291
2021-04-14T11:30:34.859Z,1827257
2021-04-14T11:30:24.859Z,725396
2021-04-14T11:30:14.860Z,7362164
2021-04-14T11:30:04.859Z,85274
2021-04-14T11:29:54.859Z,240879
2021-04-14T11:29:44.859Z,1159606
2021-04-14T11:29:34.859Z,80378
2021-04-14T11:29:24.859Z,705586
2021-04-14T11:29:14.859Z,158170
2021-04-14T11:29:04.859Z,13616804
2021-04-14T11:28:54.859Z,5248764
2021-04-14T11:28:44.859Z,4480392
2021-04-14T11:28:34.860Z,1104133
2021-04-14T11:28:24.860Z,1865382
2021-04-14T11:28:14.859Z,2461073
2021-04-14T11:28:04.859Z,4572349
2021-04-14T11:27:54.859Z,247537
2021-04-14T11:27:44.859Z,175762
2021-04-14T11:27:34.859Z,5775876
2021-04-14T11:27:24.860Z,2477934
2021-04-14T11:27:14.859Z,44376121
2021-04-14T11:27:04.859Z,1679136
2021-04-14T11:26:54.859Z,153766
2021-04-14T11:26:44.859Z,639530
2021-04-14T11:26:34.859Z,122870
2021-04-14T11:26:24.859Z,1448856
2021-04-14T11:26:14.862Z,186978
2021-04-14T11:26:04.859Z,192136
2021-04-14T11:25:54.859Z,5893656
2021-04-14T11:25:44.859Z,733870
2021-04-14T11:25:34.859Z,1835600
2021-04-14T11:25:24.859Z,174068
2021-04-14T11:25:14.859Z,4421017
2021-04-14T11:25:04.859Z,4591827
2021-04-14T11:24:54.859Z,3705116
2021-04-14T11:24:44.860Z,3917398
2021-04-14T11:24:34.859Z,3945946
2021-04-14T11:24:24.859Z,3136779
2021-04-14T11:24:14.859Z,4367381
2021-04-14T11:24:04.866Z,3612712
2021-04-14T11:23:54.859Z,7649151
2021-04-14T11:23:44.862Z,12753638
2021-04-14T11:23:34.859Z,3104591
2021-04-14T11:23:24.859Z,232674
2021-04-14T11:23:14.860Z,237645
2021-04-14T11:23:04.859Z,157185
2021-04-14T11:22:54.859Z,531409
2021-04-14T11:22:44.860Z,1399735
2021-04-14T11:22:34.860Z,752609
2021-04-14T11:22:24.859Z,234170
2021-04-14T11:22:14.859Z,1476069
2021-04-14T11:22:04.860Z,13568019
2021-04-14T11:21:54.859Z,1762730
2021-04-14T11:21:44.860Z,5247800
2021-04-14T11:21:34.859Z,86255
2021-04-14T11:21:24.860Z,5771466
2021-04-14T11:21:14.859Z,198884
2021-04-14T11:21:04.862Z,1332216
2021-04-14T11:20:54.859Z,4125000
2021-04-14T11:20:44.859Z,299853
2021-04-14T11:20:34.859Z,107365
2021-04-14T11:20:24.859Z,336685
2021-04-14T11:20:14.859Z,161118
2021-04-14T11:20:04.859Z,1943062
2021-04-14T11:19:54.859Z,4422849
2021-04-14T11:19:44.859Z,133387
2021-04-14T11:19:34.859Z,1808352
2021-04-14T11:19:24.859Z,129212
2021-04-14T11:19:14.859Z,135913
2021-04-14T11:19:04.859Z,152133
2021-04-14T11:18:54.859Z,138349
2021-04-14T11:18:44.859Z,9990964
2021-04-14T11:18:34.859Z,1192162
2021-04-14T11:18:24.859Z,147874
2021-04-14T11:18:14.859Z,1809211
2021-04-14T11:18:04.860Z,185727
2021-04-14T11:17:54.859Z,148723
2021-04-14T11:17:44.859Z,81311
2021-04-14T11:17:34.859Z,1069010
2021-04-14T11:17:24.859Z,4551210
2021-04-14T11:17:14.859Z,2449315
2021-04-14T11:17:04.859Z,2363562
2021-04-14T11:16:54.859Z,856291
2021-04-14T11:16:44.859Z,1739610
2021-04-14T11:16:34.859Z,1664262
2021-04-14T11:16:24.859Z,142732
2021-04-14T11:16:14.859Z,4520309
2021-04-14T11:16:04.860Z,238866
2021-04-14T11:15:54.859Z,2589952
2021-04-14T11:15:44.859Z,3074869
2021-04-14T11:15:34.860Z,6662054
2021-04-14T11:15:24.859Z,3840321
2021-04-14T11:15:14.859Z,2284700
2021-04-14T11:15:04.859Z,6983085
2021-04-14T11:14:54.859Z,4345868
2021-04-14T11:14:44.859Z,2732424
2021-04-14T11:14:34.859Z,7510828
2021-04-14T11:14:24.859Z,9621622
2021-04-14T11:14:14.860Z,2799003
2021-04-14T11:14:04.859Z,2692480
2021-04-14T11:13:54.860Z,4120130
2021-04-14T11:13:44.859Z,1930203
2021-04-14T11:13:34.859Z,1201016
2021-04-14T11:13:24.859Z,5197199
2021-04-14T11:13:14.859Z,4135060
2021-04-14T11:13:04.859Z,2909450
2021-04-14T11:12:54.859Z,2307432
2021-04-14T11:12:44.859Z,5764809
2021-04-14T11:12:34.859Z,3026807
2021-04-14T11:12:24.859Z,1986386
2021-04-14T11:12:14.860Z,774564
2021-04-14T11:12:04.860Z,4146919
2021-04-14T11:11:54.859Z,799948
2021-04-14T11:11:44.859Z,1922368
2021-04-14T11:11:34.859Z,32273644
2021-04-14T11:11:24.860Z,14427029
2021-04-14T11:11:14.859Z,222003
2021-04-14T11:11:04.859Z,154216
2021-04-14T11:10:54.859Z,3191895
2021-04-14T11:10:44.859Z,850362
2021-04-14T11:10:34.859Z,4077073
2021-04-14T11:10:24.860Z,197887
2021-04-14T11:10:14.859Z,112168
2021-04-14T11:10:04.859Z,4360776
2021-04-14T11:09:54.859Z,699481
2021-04-14T11:09:44.860Z,1234891
2021-04-14T11:09:34.859Z,2338860
2021-04-14T11:09:24.859Z,12263755
2021-04-14T11:09:14.859Z,81069
2021-04-14T11:09:04.859Z,2488795
2021-04-14T11:08:54.859Z,151013
2021-04-14T11:08:44.859Z,3709686
2021-04-14T11:08:34.859Z,208120
2021-04-14T11:08:24.859Z,7475359
2021-04-14T11:08:14.859Z,12146217
2021-04-14T11:08:04.859Z,1689619
2021-04-14T11:07:54.859Z,5790665
2021-04-14T11:07:44.862Z,13845445
2021-04-14T11:07:34.859Z,9862219
2021-04-14T11:07:24.859Z,4451679
2021-04-14T11:07:14.859Z,103202
2021-04-14T11:07:04.859Z,3543286
2021-04-14T11:06:54.859Z,181943
2021-04-14T11:06:44.859Z,479064
2021-04-14T11:06:34.859Z,82785
2021-04-14T11:06:24.870Z,185103
2021-04-14T11:06:14.859Z,484227
2021-04-14T11:06:04.859Z,143949
2021-04-14T11:05:54.859Z,184282
2021-04-14T11:05:44.859Z,1417761
2021-04-14T11:05:34.859Z,85112
2021-04-14T11:05:24.859Z,169322
2021-04-14T11:05:14.859Z,168895
2021-04-14T11:05:04.859Z,116070
2021-04-14T11:04:54.859Z,4147189
2021-04-14T11:04:44.859Z,1285193
2021-04-14T11:04:34.859Z,1361120
2021-04-14T11:04:24.859Z,128602
2021-04-14T11:04:14.859Z,1533499
2021-04-14T11:04:04.859Z,107200
2021-04-14T11:03:54.859Z,157834
2021-04-14T11:03:44.859Z,1481971
2021-04-14T11:03:34.859Z,5554910
2021-04-14T11:03:24.859Z,3891184
2021-04-14T11:03:14.859Z,132249
2021-04-14T11:03:04.859Z,171074
2021-04-14T11:02:54.859Z,144255
2021-04-14T11:02:44.859Z,1590855
2021-04-14T11:02:34.859Z,1046581
2021-04-14T11:02:24.859Z,157198
2021-04-14T11:02:14.859Z,92068
2021-04-14T11:02:04.861Z,2745018
2021-04-14T11:01:54.862Z,2695017
2021-04-14T11:01:44.859Z,100943
2021-04-14T11:01:34.859Z,125287
2021-04-14T11:01:24.859Z,142552
2021-04-14T11:01:14.866Z,177787
2021-04-14T11:01:04.860Z,6770283
2021-04-14T11:00:54.859Z,1111519
2021-04-14T11:00:44.859Z,3944556
2021-04-14T11:00:34.859Z,2762970
2021-04-14T11:00:24.859Z,2099425
2021-04-14T11:00:14.859Z,3199948
2021-04-14T11:00:04.880Z,9628517
2021-04-14T10:59:54.859Z,2898683
2021-04-14T10:59:44.860Z,1665361
2021-04-14T10:59:34.859Z,303674
2021-04-14T10:59:24.859Z,406885
2021-04-14T10:59:14.860Z,309642
2021-04-14T10:59:04.860Z,357035
2021-04-14T10:58:54.859Z,638261
2021-04-14T10:58:44.860Z,375915
2021-04-14T10:58:34.860Z,84768
2021-04-14T10:58:24.859Z,200700
2021-04-14T10:58:14.860Z,104147
2021-04-14T10:58:04.859Z,167492
2021-04-14T10:57:54.859Z,220391
2021-04-14T10:57:44.859Z,1885864
2021-04-14T10:57:34.859Z,108104
2021-04-14T10:57:24.860Z,17829122
2021-04-14T10:57:14.859Z,22440401
2021-04-14T10:57:04.859Z,3685281
2021-04-14T10:56:54.859Z,1985097
2021-04-14T10:56:44.859Z,154499
2021-04-14T10:56:34.859Z,2368077
2021-04-14T10:56:24.859Z,2447678
2021-04-14T10:56:14.859Z,292883
2021-04-14T10:56:04.860Z,8419013
2021-04-14T10:55:54.859Z,1420084
2021-04-14T10:55:44.859Z,3028104
2021-04-14T10:55:34.859Z,4433221
2021-04-14T10:55:24.859Z,5011861
2021-04-14T10:55:14.860Z,9279767
2021-04-14T10:55:04.859Z,196329
2021-04-14T10:54:54.859Z,2490064
2021-04-14T10:54:44.860Z,4082076
2021-04-14T10:54:34.859Z,2427339
2021-04-14T10:54:24.859Z,134820
2021-04-14T10:54:14.861Z,816656
2021-04-14T10:54:04.882Z,1006024
2021-04-14T10:53:54.859Z,7431707
2021-04-14T10:53:44.859Z,1617105
2021-04-14T10:53:34.859Z,845456
2021-04-14T10:53:24.859Z,881991
2021-04-14T10:53:14.859Z,6415535
2021-04-14T10:53:04.859Z,1534455
2021-04-14T10:52:54.859Z,5113731
2021-04-14T10:52:44.866Z,649597
2021-04-14T10:52:34.859Z,2017082
2021-04-14T10:52:24.859Z,2053943
2021-04-14T10:52:14.859Z,2912085
2021-04-14T10:52:04.859Z,17701266
2021-04-14T10:51:54.859Z,6424634
2021-04-14T10:51:44.859Z,895660
2021-04-14T10:51:34.859Z,2784976
2021-04-14T10:51:24.859Z,903022
2021-04-14T10:51:14.859Z,222715
2021-04-14T10:51:04.861Z,1906650
2021-04-14T10:50:54.859Z,2291709
2021-04-14T10:50:44.859Z,45324165
2021-04-14T10:50:34.859Z,287423
2021-04-14T10:50:24.860Z,3322810
2021-04-14T10:50:14.862Z,519708
2021-04-14T10:50:04.860Z,697659
2021-04-14T10:49:54.860Z,681128
2021-04-14T10:49:44.859Z,702568
2021-04-14T10:49:34.862Z,10149500
2021-04-14T10:49:24.859Z,2331843
2021-04-14T10:49:14.859Z,538389
2021-04-14T10:49:04.859Z,1128093
2021-04-14T10:48:54.859Z,657524
2021-04-14T10:48:44.859Z,189048
2021-04-14T10:48:34.859Z,89832
2021-04-14T10:48:24.859Z,249697
2021-04-14T10:48:14.859Z,3689113
2021-04-14T10:48:04.859Z,5668918
2021-04-14T10:47:54.859Z,180680
2021-04-14T10:47:44.859Z,119354
2021-04-14T10:47:34.859Z,86809
2021-04-14T10:47:24.859Z,1925105
2021-04-14T10:47:14.859Z,145241
2021-04-14T10:47:04.860Z,912899
2021-04-14T10:46:54.860Z,182123
2021-04-14T10:46:44.859Z,4396441
2021-04-14T10:46:34.859Z,1507560
2021-04-14T10:46:24.863Z,2801963
2021-04-14T10:46:14.860Z,3753321
2021-04-14T10:46:04.863Z,2001436
2021-04-14T10:45:54.859Z,189906
2021-04-14T10:45:44.859Z,84722
2021-04-14T10:45:34.868Z,1464575
2021-04-14T10:45:24.859Z,991859
2021-04-14T10:45:14.859Z,171884
2021-04-14T10:45:04.859Z,144300
2021-04-14T10:44:54.859Z,315086
2021-04-14T10:44:44.859Z,1927220
2021-04-14T10:44:34.859Z,156045
2021-04-14T10:44:24.859Z,4355778
2021-04-14T10:44:14.870Z,2727762
2021-04-14T10:44:04.860Z,3509802
2021-04-14T10:43:54.860Z,1287610
2021-04-14T10:43:44.859Z,1639463
2021-04-14T10:43:34.859Z,995198
2021-04-14T10:43:24.860Z,2823540
2021-04-14T10:43:14.859Z,8686500
2021-04-14T10:43:04.859Z,991296
2021-04-14T10:42:54.859Z,997127
2021-04-14T10:42:44.859Z,443892
2021-04-14T10:42:34.859Z,80013
2021-04-14T10:42:24.860Z,244930
2021-04-14T10:42:14.860Z,2003638
2021-04-14T10:42:04.859Z,1753803
2021-04-14T10:41:54.859Z,4766945
2021-04-14T10:41:44.859Z,3032473
2021-04-14T10:41:34.859Z,1303013
2021-04-14T10:41:24.859Z,130336
2021-04-14T10:41:14.859Z,2529169
2021-04-14T10:41:04.859Z,92050
2021-04-14T10:40:54.859Z,1913068
2021-04-14T10:40:44.859Z,123346
2021-04-14T10:40:34.860Z,92305
2021-04-14T10:40:24.859Z,490000
2021-04-14T10:40:14.859Z,2057467
2021-04-14T10:40:04.859Z,124899
2021-04-14T10:39:54.859Z,195770
2021-04-14T10:39:44.859Z,6439764
2021-04-14T10:39:34.859Z,2252078
2021-04-14T10:39:24.859Z,131789
2021-04-14T10:39:14.859Z,157919
2021-04-14T10:39:04.859Z,139413
2021-04-14T10:38:54.859Z,2866673
2021-04-14T10:38:44.860Z,159490
2021-04-14T10:38:34.860Z,174821
2021-04-14T10:38:24.859Z,2704055
2021-04-14T10:38:14.859Z,3558619
2021-04-14T10:38:04.859Z,1875573
2021-04-14T10:37:54.859Z,19698301
2021-04-14T10:37:44.859Z,1105431
2021-04-14T10:37:34.859Z,578942
2021-04-14T10:37:24.859Z,1078233
2021-04-14T10:37:14.866Z,1611126
2021-04-14T10:37:04.859Z,1757691
2021-04-14T10:36:54.859Z,1993824
2021-04-14T10:36:44.859Z,93803
2021-04-14T10:36:34.859Z,3025512
2021-04-14T10:36:24.860Z,5735007
2021-04-14T10:36:14.860Z,149226
2021-04-14T10:36:04.859Z,4063305
2021-04-14T10:35:54.860Z,1427862
2021-04-14T10:35:44.859Z,1638096
2021-04-14T10:35:34.859Z,1114694
2021-04-14T10:35:24.864Z,203952
2021-04-14T10:35:14.859Z,3942832
2021-04-14T10:35:04.859Z,91069
2021-04-14T10:34:54.860Z,1365296
2021-04-14T10:34:44.859Z,1246268
2021-04-14T10:34:34.859Z,6811321
2021-04-14T10:34:24.860Z,756417
2021-04-14T10:34:14.859Z,3985978
2021-04-14T10:34:04.859Z,1702242
2021-04-14T10:33:54.859Z,4271095
2021-04-14T10:33:44.860Z,732046
2021-04-14T10:33:34.859Z,793035
2021-04-14T10:33:24.859Z,737606
2021-04-14T10:33:14.862Z,741906
2021-04-14T10:33:04.860Z,2734652
2021-04-14T10:32:54.860Z,5182926
2021-04-14T10:32:44.859Z,7758700
2021-04-14T10:32:34.860Z,3553528
2021-04-14T10:32:24.866Z,3442495
2021-04-14T10:32:14.859Z,2957295
2021-04-14T10:32:04.860Z,3636269
2021-04-14T10:31:54.859Z,3686612
2021-04-14T10:31:44.859Z,11234780
2021-04-14T10:31:34.859Z,4706089
2021-04-14T10:31:24.862Z,8626250
2021-04-14T10:31:14.859Z,1513581
2021-04-14T10:31:04.866Z,1239030
2021-04-14T10:30:54.859Z,1081279
2021-04-14T10:30:44.860Z,4126275
2021-04-14T10:30:34.859Z,706612
2021-04-14T10:30:24.861Z,5089490
2021-04-14T10:30:14.860Z,638346
2021-04-14T10:30:04.859Z,11279145
2021-04-14T10:29:54.860Z,4246490
2021-04-14T10:29:44.859Z,676367
2021-04-14T10:29:34.859Z,753132
2021-04-14T10:29:24.860Z,1305033
2021-04-14T10:29:14.860Z,680975
2021-04-14T10:29:04.859Z,210130
2021-04-14T10:28:54.859Z,4732407
2021-04-14T10:28:44.859Z,728043
2021-04-14T10:28:34.860Z,1278274
2021-04-14T10:28:24.859Z,152349
2021-04-14T10:28:14.859Z,4684388
2021-04-14T10:28:04.863Z,4150486
2021-04-14T10:27:54.859Z,2505332
2021-04-14T10:27:44.859Z,82006
2021-04-14T10:27:34.859Z,3392421
2021-04-14T10:27:24.860Z,4507305
2021-04-14T10:27:14.859Z,10053748
2021-04-14T10:27:04.859Z,5959223
2021-04-14T10:26:54.859Z,4700375
2021-04-14T10:26:44.859Z,5423875
2021-04-14T10:26:34.859Z,8573895
2021-04-14T10:26:24.859Z,3134099
2021-04-14T10:26:14.859Z,6010317
2021-04-14T10:26:04.859Z,691526
2021-04-14T10:25:54.859Z,770594
2021-04-14T10:25:44.860Z,1166897
2021-04-14T10:25:34.859Z,5299545
2021-04-14T10:25:24.859Z,1146786
2021-04-14T10:25:14.859Z,1172434
2021-04-14T10:25:04.859Z,970715
2021-04-14T10:24:54.859Z,1353228
2021-04-14T10:24:44.859Z,1322791
2021-04-14T10:24:34.859Z,1922726
2021-04-14T10:24:24.859Z,1286798
2021-04-14T10:24:14.859Z,8828222
2021-04-14T10:24:04.859Z,2074157
2021-04-14T10:23:54.859Z,935592
2021-04-14T10:23:44.859Z,3881306
2021-04-14T10:23:34.859Z,2430956
2021-04-14T10:23:24.859Z,845252
2021-04-14T10:23:14.859Z,7130211
2021-04-14T10:23:04.859Z,728832
2021-04-14T10:22:54.860Z,3198534
2021-04-14T10:22:44.860Z,8346792
2021-04-14T10:22:34.859Z,699810
2021-04-14T10:22:24.860Z,1105081
2021-04-14T10:22:14.859Z,2566785
2021-04-14T10:22:04.860Z,3884500
2021-04-14T10:21:54.859Z,1721023
2021-04-14T10:21:44.859Z,4000671
